Unnamed: 0,Detector,Channel,Beam,Z,X,HV,LV,Shield,Pulse,Dose,Abs_Dose,Comment,FileMin,FileMax,area,peaks,Unnamed: 16,Unnamed: 17,Dose Rate
104,BNL,16,Electrons 110V,135,0,100,5.6,No,2.0,12.52,0.01,"HV 100, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1312.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1323.csv,,,,,6.26
105,BNL,16,Electrons 110V,135,0,100,5.6,No,3.0,16.94,0.014,"HV 100, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1324.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1335.csv,,,,,5.646666666666667
106,BNL,16,Electrons 110V,35,0,30,5.6,No,0.5,15.99,0.013,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1336.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1346.csv,,,,,31.98
107,BNL,16,Electrons 110V,35,0,20,5.6,No,0.5,16.15,0.013,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1347.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1358.csv,,,,,32.3
108,BNL,16,Electrons 110V,35,0,20,5.6,No,1.0,27.59,0.022,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1359.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1370.csv,,,,,27.59
109,BNL,16,Electrons 110V,35,0,20,5.6,No,2.0,44.55,0.036,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1371.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1382.csv,,,,,22.275
110,BNL,16,Electrons 110V,35,0,20,5.6,No,3.0,56.62,0.046,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1383.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1394.csv,,,,,18.87333333333333
111,BNL,16,Electrons 110V,35,0,10,5.6,No,0.5,16.45,0.013,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1395.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1405.csv,,,,,32.9
112,BNL,16,Electrons 110V,35,0,10,5.6,No,1.0,27.92,0.023,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1406.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1417.csv,,,,,27.92
113,BNL,16,Electrons 110V,35,0,10,5.6,No,2.0,44.82,0.036,10,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1418.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1429.csv,,,,,22.41
114,BNL,16,Electrons 110V,35,0,10,5.6,No,3.0,56.71,0.046,10,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1430.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1441.csv,,,,,18.903333333333332
115,BNL,16,Electrons 110V,35,0,5,5.6,No,0.5,16.44,0.013,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1442.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1452.csv,,,,,32.88
116,BNL,16,Electrons 110V,35,0,5,5.6,No,1.0,27.78,0.023,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1453.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1464.csv,,,,,27.78
117,BNL,16,Electrons 110V,35,0,5,5.6,No,2.0,44.65,0.036,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1465.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1476.csv,,,,,22.325
118,BNL,16,Electrons 110V,35,0,5,5.6,No,3.0,56.65,0.046,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1477.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1488.csv,,,,,18.883333333333333
119,BNL,16,Electrons 110V,35,0,0,5.6,No,0.5,16.39,0.013,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1489.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1499.csv,,,,,32.78
120,BNL,16,Electrons 110V,35,0,0,5.6,No,1.0,27.76,0.022,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1500.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1511.csv,,,,,27.76
121,BNL,16,Electrons 110V,35,0,0,5.6,No,2.0,44.76,0.036,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1512.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1522.csv,,,,,22.38
122,BNL,16,Electrons 110V,35,0,0,5.6,No,3.0,56.71,0.046,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1523.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1533.csv,,,,,18.903333333333332
123,BNL,16,Electrons 110V,0,0,10,5.6,No,0.5,35.99,0.029,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1581.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1592.csv,,,,,71.98
124,BNL,16,Electrons 110V,0,0,10,5.6,No,1.0,56.0,0.045,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1593.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1604.csv,,,,,56.0
125,BNL,16,Electrons 110V,0,0,10,5.6,No,2.0,85.71,0.069,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1605.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1615.csv,,,,,42.855
126,BNL,16,Electrons 110V,0,0,10,5.6,No,3.0,107.7,0.087,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1616.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1626.csv,,,,,35.9
127,BNL,16,Electrons 110V,0,0,5,5.6,No,0.5,35.37,0.029,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1627.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1637.csv,,,,,70.74
128,BNL,16,Electrons 110V,0,0,5,5.6,No,1.0,55.43,0.045,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1638.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1649.csv,,,,,55.43
129,BNL,16,Electrons 110V,0,0,5,5.6,No,2.0,85.12,0.069,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1650.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1660.csv,,,,,42.56
130,BNL,16,Electrons 110V,0,0,5,5.6,No,3.0,107.2,0.087,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1661.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1671.csv,,,,,35.733333333333334
131,BNL,16,Electrons 110V,0,0,3,5.6,No,2.0,,0.0,"HV 2.5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1672.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1681.csv,,,,,
132,BNL,16,Electrons 110V,0,0,3,5.6,No,2.0,,0.0,"HV , LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1682.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1683.csv,,,,,
133,BNL,16,Electrons 110V,0,0,0,5.6,No,0.5,36.05,0.029,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1684.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1695.csv,,,,,72.1
134,BNL,16,Electrons 110V,0,0,0,5.6,No,1.0,55.98,0.045,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1696.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1708.csv,,,,,55.98
135,BNL,16,Electrons 110V,0,0,0,5.6,No,2.0,85.74,0.069,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1709.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1718.csv,,,,,42.87
136,BNL,16,Electrons 110V,0,0,0,5.6,No,3.0,107.8,0.087,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1719.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1730.csv,,,,,35.93333333333333
137,BNL,16,Electrons 190V,100,0,10,5.6,No,0.5,27.56,0.022,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1731.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1742.csv,,,,,55.12
138,BNL,16,Electrons 190V,100,0,10,5.6,No,1.0,47.24,0.038,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1743.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1754.csv,,,,,47.24
139,BNL,16,Electrons 190V,100,0,10,5.6,No,2.0,77.01,0.062,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1755.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1765.csv,,,,,38.505
140,BNL,16,Electrons 190V,100,0,10,5.6,No,3.0,104.0,0.084,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1766.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1776.csv,,,,,34.666666666666664
141,BNL,16,Electrons 190V,100,0,30,5.6,No,2.0,,0.0,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1777.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1788.csv,,,,,
142,BNL,16,Electrons 190V,100,0,20,5.6,No,2.0,,0.0,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1789.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1799.csv,,,,,
143,BNL,16,Electrons 190V,100,0,5,5.6,No,2.0,76.99,0.062,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1800.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1810.csv,,,,,38.495
144,BNL,16,Electrons 190V,100,0,50,5.6,No,2.0,77.07,0.062,"HV 50, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1811.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1822.csv,,,,,38.535
145,BNL,16,Electrons 190V,50,0,10,5.6,No,0.5,50.89,0.041,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1823.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1834.csv,,,,,101.78
146,BNL,16,Electrons 190V,50,0,10,5.6,No,1.0,85.37,0.069,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1835.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1845.csv,,,,,85.37
147,BNL,16,Electrons 190V,50,0,10,5.6,No,2.0,135.0,0.11,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1846.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1856.csv,,,,,67.5
148,BNL,16,Electrons 190V,50,0,10,5.6,No,3.0,176.2,0.14,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1857.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1867.csv,,,,,58.73333333333333
149,BNL,16,Electrons 190V,50,0,2,5.6,No,2.0,,0.0,"HV 2, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1868.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1868.csv,,,,,
150,BNL,16,Electrons 190V,50,0,20,5.6,No,2.0,135.3,0.11,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1869.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1879.csv,,,,,67.65
151,BNL,16,Electrons 190V,50,0,40,5.6,No,2.0,135.4,0.11,"HV 40, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1880.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1891.csv,,,,,67.7
152,BNL,16,Electrons 190V,50,0,5,5.6,No,2.0,135.6,0.11,"HV 5, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1892.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1902.csv,,,,,67.8
153,BNL,16,Electrons 190V,50,0,0,5.6,No,2.0,135.6,0.11,"HV 0, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1903.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1914.csv,,,,,67.8
154,BNL,16,Electrons 190V,50,0,10,5.6,No,2.0,135.6,0.11,"HV 10, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1915.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1923.csv,,,,,67.8
155,BNL,12,Electrons 190V,50,0,20,5.6,No,2.0,,0.0,"HV 20, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1924.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1941.csv,,,,,
156,BNL,16,Electrons 110V,50,0,20,"5.6, magnet",No,2.0,,0.0,"HV 20, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1942.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1943.csv,,,,,
157,BNL,16,Electrons 110V,50,0,40,"5.6, magnet",No,0.5,,0.0,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1944.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1955.csv,,,,,
158,BNL,16,Electrons 110V,50,0,40,"5.6, magnet",No,2.0,0.175,0.00014,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1956.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1967.csv,,,,,0.0875
159,BNL,16,Electrons 110V,50,2,40,"5.6, magnet",No,2.0,0.231,0.00019,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1968.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2001.csv,,,,,0.1155
160,BNL,16,Electrons 110V,50,6,40,"5.6, magnet",No,2.0,0.573,0.00046,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2002.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2024.csv,,,,,0.2865
161,BNL,16,Electrons 110V,50,10,40,"5.6, magnet",No,2.0,1.928,0.0016,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2025.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2035.csv,,,,,0.964
162,BNL,16,Electrons 110V,50,14,40,"5.6, magnet",No,2.0,5.815,0.0047,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2036.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2046.csv,,,,,2.9075
163,BNL,16,Electrons 110V,50,12,40,"5.6, magnet",No,2.0,2.886,0.0023,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2047.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2058.csv,,,,,1.443
164,BNL,16,Electrons 110V,50,16,40,"5.6, magnet",No,2.0,6.833,0.0055,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2059.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2070.csv,,,,,3.4165
165,BNL,16,Electrons 110V,50,24,40,"5.6, magnet",No,2.0,5.831,0.0047,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2082.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2093.csv,,,,,2.9155
166,BNL,16,Electrons 110V,50,28,40,"5.6, magnet",No,2.0,3.342,0.0027,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2094.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2104.csv,,,,,1.671
167,BNL,16,Electrons 110V,50,32,40,"5.6, magnet",No,2.0,1.951,0.0016,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2105.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2120.csv,,,,,0.9755
168,BNL,16,Electrons 110V,0,0,30,5.6,No,0.5,35.68,0.029,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1534.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1545.csv,7.69e-08,3.666666667,,464000000.0,71.36
169,BNL,16,Electrons 110V,0,0,30,5.6,No,1.0,55.61,0.045,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1546.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1556.csv,5.94e-07,9.363636364,,93600000.0,55.61
170,BNL,16,Electrons 110V,0,0,30,5.6,No,2.0,85.42,0.069,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1557.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1568.csv,1.05e-06,23.58333333,,81400000.0,42.71
171,BNL,16,Electrons 110V,0,0,30,5.6,No,3.0,107.5,0.087,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1569.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1580.csv,5.41e-07,8.25,,199000000.0,35.833333333333336
172,BNL,16,Electrons 110V,135,0,30,5.6,No,0.5,3.348,0.0027,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1195.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1206.csv,5.54e-07,9.6,,6040000.0,6.696
173,BNL,16,Electrons 110V,135,0,30,5.6,No,1.0,6.465,0.0052,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1207.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1217.csv,1.03e-06,17.09090909,,6280000.0,6.465
174,BNL,16,Electrons 110V,135,0,30,5.6,No,2.0,12.15,0.0098,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1218.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1229.csv,2.02e-06,40.5,,6010000.0,6.075
175,BNL,16,Electrons 110V,135,0,30,5.6,No,3.0,16.49,0.013,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1230.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-1240.csv,3.31e-06,57.81818182,,4980000.0,5.496666666666666
176,BNL,16,Electrons 85V,0,0,30,5.6,No,0.5,3.378,0.0027,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0666.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0677.csv,4.01e-07,14.75,,8420000.0,6.756
177,BNL,16,Electrons 85V,0,0,30,5.6,No,1.0,4.793,0.0039,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0678.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0689.csv,8.07e-07,21.91666667,,5940000.0,4.793
178,BNL,16,Electrons 85V,0,0,30,5.6,No,2.0,7.455,0.006,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0690.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0701.csv,1.67e-06,43.0,,4460000.0,3.7275
179,BNL,16,Electrons 85V,0,0,30,5.6,No,3.0,9.335,0.0076,"HV 30, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0710.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0712.csv,2.82e-06,61.33333333,,3310000.0,3.111666666666667
180,BNL,16,Electrons 110V,50,20,40,"5.6, magnet",No,2.0,8.261,0.0067,"HV 40, LV 5.6, magnet",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2071.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-2081.csv,1.46e-06,46.45454545,,5660000.0,4.1305
181,BNL,16,Electrons 85V,20,0,30,5.7,No,0.5,1.548,0.0013,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0480.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0491.csv,1.23e-07,10.66666667,,12600000.0,3.096
182,BNL,16,Electrons 85V,20,0,30,5.7,No,1.0,2.24,0.0018,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0492.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0503.csv,3.06e-07,24.08333333,,7320000.0,2.24
183,BNL,16,Electrons 85V,20,0,30,5.7,No,2.0,3.604,0.0029,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0504.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0515.csv,7.02e-07,49.5,,5130000.0,1.802
184,BNL,16,Electrons 85V,20,0,30,5.7,No,3.0,4.568,0.0037,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0516.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0526.csv,1.27e-06,63.63636364,,3600000.0,1.5226666666666666
185,BNL,16,Electrons 85V,-26,0,25,5.6,No,0.5,5.358,0.0043,"HV 25, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0850.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0860.csv,5.96e-07,11.54545455,,8990000.0,10.716
186,BNL,16,Electrons 85V,-26,0,25,5.6,No,1.0,7.515,0.0061,"HV 25, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0861.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0872.csv,1.14e-06,14.41666667,,6590000.0,7.515
187,BNL,16,Electrons 85V,-26,0,25,5.6,No,2.0,11.16,0.009,"HV 25, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0873.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0883.csv,2.36e-06,25.45454545,,4720000.0,5.58
188,BNL,16,Electrons 85V,-26,0,25,5.6,No,3.0,14.17,0.011,"HV 25, LV 5.6",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0884.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0907.csv,2.79e-06,38.83333333,,5080000.0,4.723333333333334
189,BNL,16,Electrons 85V,60,0,30,5.7,No,0.5,0.566,0.00046,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0125.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0134.csv,2.1962630477588618e-07,13.9,,9130000.0,1.132
190,BNL,16,Electrons 85V,60,0,30,5.7,No,1.0,0.825,0.00067,"HV 30, LV 5.7, chamber off, checked connections",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0138.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0148.csv,5.122355233289413e-07,25.727272727272727,,9180000.0,0.825
191,BNL,16,Electrons 85V,60,0,30,5.7,No,2.0,1.321,0.0011,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0089.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0099.csv,1.4583258910963151e-06,46.72727272727273,,5620000.0,0.6605
192,BNL,16,Electrons 85V,60,0,30,5.7,No,3.0,1.696,0.0014,"HV 30, LV 5.7",/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0100.csv,/home/pyepes/data/2025-05-06/scope-results-2025-05-06-0123.csv,1.697987912881817e-06,69.625,,6810000.0,0.5653333333333334
